person_id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,decile_score
6145,Male,African-American,37,0,0,0,6,6
6146,Male,African-American,33,0,0,0,0,7
6147,Male,African-American,22,0,0,0,0,6
6148,Female,African-American,27,0,0,0,0,2
6149,Male,African-American,20,0,0,2,0,5
6152,Male,African-American,26,0,0,0,0,2
6155,Male,African-American,25,0,0,0,10,7
6156,Male,Caucasian,37,0,0,0,4,1
6157,Female,Hispanic,20,2,0,0,2,6
6158,Male,African-American,20,0,1,0,1,4
6159,Male,African-American,31,0,0,0,15,10
6161,Male,African-American,31,0,0,0,6,4
6162,Female,Caucasian,36,0,0,0,2,3
6163,Male,African-American,35,0,0,0,4,6
6164,Female,African-American,37,0,0,0,1,1
6166,Male,Caucasian,20,0,0,0,1,5
6167,Female,African-American,50,0,0,0,12,6
6168,Male,Caucasian,66,0,0,0,0,1
6169,Male,Caucasian,24,0,0,2,8,9
6170,Male,African-American,29,0,1,0,8,9
6171,Female,African-American,45,0,0,0,1,1
6172,Male,Caucasian,34,0,0,0,2,7
6173,Male,African-American,70,0,0,0,0,1
6174,Female,African-American,33,0,0,0,0,8
6175,Male,African-American,26,0,0,0,2,4
6176,Female,African-American,23,0,0,3,5,7
6177,Male,African-American,23,1,0,0,4,9
6178,Male,Caucasian,27,0,0,0,5,4
6179,Male,Caucasian,44,0,0,0,6,6
6180,Male,African-American,23,0,0,0,2,3
6181,Male,African-American,36,1,2,5,17,7
6182,Male,African-American,26,0,0,0,0,5
6183,Female,Caucasian,23,0,0,0,2,6
6185,Male,African-American,27,0,0,0,3,9
6186,Male,African-American,53,0,0,0,11,3
6187,Male,African-American,29,0,0,0,0,1
6188,Male,African-American,65,0,0,0,1,1
6190,Male,Caucasian,20,0,0,0,0,8
6191,Female,African-American,27,1,0,0,1,5
6192,Male,Caucasian,45,0,0,0,7,2
6193,Male,African-American,42,0,0,0,1,5
6194,Male,African-American,53,0,0,0,10,2
6196,Male,African-American,20,1,1,1,2,8
6197,Male,Caucasian,19,0,0,0,0,7
6198,Male,Caucasian,49,0,0,0,3,4
6199,Male,Caucasian,29,0,0,0,8,9
6200,Male,Hispanic,29,0,0,0,0,2
6201,Female,Caucasian,52,0,0,0,1,1
6202,Male,Hispanic,37,0,0,0,4,1
6203,Male,African-American,26,0,0,0,1,3
6205,Male,African-American,53,0,0,0,15,1
6206,Male,Hispanic,47,0,0,0,1,1
6207,Male,African-American,38,0,0,0,0,8
6210,Male,African-American,21,1,0,0,1,10
6212,Male,African-American,48,0,0,0,0,1
6213,Female,Caucasian,40,0,0,0,1,2
6214,Male,African-American,51,0,0,0,1,1
6215,Female,Other,24,0,0,0,0,3
6216,Male,African-American,22,0,0,0,0,4
6217,Male,Caucasian,42,0,0,0,0,1
6219,Male,African-American,36,0,0,0,4,8
6220,Male,African-American,26,0,0,0,0,2
6221,Male,Caucasian,38,0,0,0,2,2
6223,Male,Other,54,0,0,0,2,1
6224,Male,Hispanic,24,0,0,0,1,4
6226,Female,Caucasian,44,0,0,0,0,1
6227,Female,African-American,23,0,0,0,2,7
6228,Male,Caucasian,64,0,0,0,0,1
6229,Male,Caucasian,38,0,0,0,5,5
6230,Female,Other,45,0,0,0,0,1
6231,Male,African-American,49,0,0,0,1,5
6233,Male,Caucasian,42,0,0,0,0,2
6234,Female,African-American,45,0,0,0,3,7
6235,Male,Caucasian,24,0,0,0,0,2
6237,Male,Hispanic,40,0,0,0,0,1
6238,Male,Hispanic,44,0,0,0,2,2
6239,Male,African-American,51,0,0,0,3,1
6241,Male,Caucasian,33,0,2,0,2,2
6242,Female,Caucasian,54,0,0,0,0,1
6243,Male,Other,45,0,0,0,2,1
6245,Male,Caucasian,33,0,0,1,14,9
6246,Male,Other,41,0,0,0,0,1
6247,Male,African-American,42,0,0,0,17,7
6248,Male,Caucasian,34,0,0,0,3,1
6249,Male,Caucasian,38,0,0,0,2,3
6252,Female,African-American,31,0,0,0,1,7
6254,Female,African-American,28,0,0,0,1,4
6256,Male,African-American,32,0,0,1,9,7
6258,Male,Hispanic,31,0,0,0,0,1
6260,Male,Caucasian,30,0,0,0,1,8
6261,Male,African-American,53,0,0,0,1,6
6262,Male,African-American,40,0,0,0,1,1
6263,Male,Caucasian,48,1,0,0,15,8
6264,Female,African-American,29,0,0,0,0,10
6265,Male,African-American,55,0,0,0,0,9
6267,Female,Caucasian,51,0,0,0,0,1
6268,Female,African-American,28,0,0,0,0,3
6269,Male,Caucasian,52,0,0,0,1,1
6271,Male,Caucasian,27,0,0,0,1,3
6272,Female,African-American,23,0,0,0,1,4
6273,Male,African-American,28,0,0,0,5,6
6275,Male,African-American,22,0,0,0,0,5
6276,Male,African-American,26,0,0,0,4,10
6277,Male,African-American,51,1,0,0,8,8
6278,Female,African-American,30,0,0,0,0,2
6280,Male,African-American,32,0,0,0,0,7
6281,Male,Caucasian,27,0,0,0,5,4
6282,Male,Hispanic,21,0,0,0,1,5
6283,Female,Other,62,0,0,0,1,-1
6284,Male,African-American,21,0,0,0,0,5
6288,Male,Other,53,0,0,0,0,1
6289,Female,Caucasian,38,0,0,0,5,6
6290,Male,African-American,60,0,0,0,0,6
6291,Male,Caucasian,25,0,0,0,1,6
6294,Male,African-American,27,2,0,0,6,8
6295,Male,Caucasian,26,0,0,0,0,2
6296,Male,African-American,31,0,0,0,1,5
6297,Female,Caucasian,25,0,0,0,6,7
6298,Male,African-American,56,0,0,0,14,7
6299,Female,African-American,20,0,0,0,0,5
6301,Male,African-American,33,0,0,0,1,4
6302,Male,African-American,24,0,0,0,0,3
6303,Female,Hispanic,40,0,0,0,2,2
6305,Female,African-American,21,0,0,0,2,3
6306,Female,Caucasian,62,0,0,0,0,1
6307,Male,Hispanic,38,0,0,0,0,1
6309,Male,African-American,61,0,0,0,13,7
6310,Female,African-American,21,0,0,0,0,5
6311,Male,Caucasian,54,0,0,0,13,4
6312,Male,African-American,38,0,0,0,9,5
6313,Male,Hispanic,29,0,0,0,6,5
6314,Male,Caucasian,20,0,0,1,0,6
6315,Male,African-American,30,0,0,0,9,3
6316,Male,Caucasian,41,0,0,0,0,6
6317,Male,Caucasian,36,0,0,0,9,6
6320,Male,African-American,39,0,0,0,21,10
6321,Male,African-American,32,0,0,0,3,6
6322,Male,Caucasian,29,0,0,0,3,6
6323,Male,Caucasian,58,0,0,0,2,1
6324,Male,Hispanic,23,0,0,1,2,7
6325,Male,Other,27,0,0,2,2,2
6326,Male,Caucasian,23,0,0,0,3,8
6328,Female,African-American,68,0,0,0,5,2
6330,Female,Caucasian,26,0,0,0,2,5
6331,Male,Caucasian,23,0,0,0,1,3
6332,Male,African-American,51,0,0,0,0,4
6334,Female,African-American,28,0,0,0,1,2
6335,Male,African-American,25,0,0,0,0,2
6336,Male,African-American,40,0,0,0,5,9
6337,Male,African-American,51,0,0,0,14,5
6338,Male,African-American,27,0,0,0,2,5
6339,Male,African-American,49,0,0,0,11,5
6340,Male,Other,41,0,0,0,1,1
6341,Male,Other,36,0,0,0,0,1
6343,Male,African-American,52,0,0,0,0,4
6344,Male,Caucasian,28,0,0,0,5,7
6347,Male,African-American,21,0,0,0,2,10
6348,Male,Caucasian,26,0,0,0,0,3
6349,Female,African-American,31,0,0,0,0,2
6350,Female,Hispanic,64,0,0,0,0,1
6351,Male,African-American,22,0,0,0,4,8
6353,Male,African-American,57,0,0,0,0,1
6354,Female,Caucasian,61,0,0,0,8,3
6356,Male,Hispanic,35,0,0,0,3,1
6359,Male,African-American,54,0,0,0,3,6
6360,Male,Caucasian,39,0,0,0,0,3
6361,Male,African-American,24,0,1,0,1,7
6362,Female,Hispanic,29,0,0,0,0,4
6363,Male,African-American,23,0,0,0,2,8
6364,Male,African-American,50,0,0,0,26,8
6365,Male,African-American,48,0,0,1,8,9
6367,Male,African-American,30,0,0,1,6,7
6368,Male,African-American,26,0,1,0,10,10
6373,Male,African-American,29,0,0,0,7,10
6375,Male,African-American,26,0,0,0,1,6
6376,Male,African-American,60,0,0,0,2,1
6377,Male,Caucasian,27,0,0,0,2,7
6379,Male,Caucasian,22,0,0,1,1,6
6381,Male,African-American,33,0,0,0,13,6
6383,Male,Caucasian,55,0,0,0,0,1
6385,Male,African-American,30,0,0,0,1,7
6386,Male,Hispanic,28,0,0,0,2,3
6387,Female,Hispanic,22,0,0,0,0,2
6388,Female,African-American,24,0,0,0,2,6
6389,Female,Caucasian,29,0,0,0,6,7
6390,Male,African-American,45,0,0,0,5,1
6391,Male,African-American,24,0,0,0,2,8
6392,Male,African-American,50,0,0,0,12,1
6393,Male,African-American,24,0,0,0,1,6
6394,Male,African-American,47,0,0,0,1,2
6395,Male,Caucasian,57,0,0,0,1,1
6397,Male,Caucasian,40,0,0,0,2,1
6398,Female,Caucasian,42,0,0,0,0,2
6399,Male,Caucasian,35,0,0,0,5,3
6401,Male,Caucasian,53,0,0,0,1,1
6402,Female,African-American,31,0,0,0,2,3
6403,Male,African-American,34,0,0,0,0,1
6404,Male,Caucasian,25,0,0,0,0,3
6405,Male,Caucasian,83,0,0,0,4,1
6406,Male,Hispanic,46,0,0,0,15,6
6407,Male,African-American,35,0,0,0,1,4
6409,Male,African-American,31,0,0,0,0,2
6412,Male,Other,23,0,0,0,4,10
6413,Male,African-American,47,0,0,0,9,4
6414,Male,Hispanic,31,0,0,0,4,6
6415,Male,African-American,50,0,0,0,0,8
6416,Male,Other,35,0,0,0,1,1
6417,Female,African-American,27,0,0,0,0,4
6419,Male,Caucasian,28,0,0,0,0,2
6420,Male,African-American,24,0,1,0,9,9
6422,Female,African-American,22,0,1,0,2,9
6423,Male,African-American,58,0,0,0,12,6
6424,Male,Hispanic,45,0,0,0,1,1
6425,Female,African-American,30,0,0,0,2,2
6426,Male,Other,30,0,0,0,5,8
6427,Male,African-American,36,0,0,0,4,2
6428,Female,Caucasian,43,0,0,0,22,10
6429,Male,African-American,20,0,0,0,0,6
6430,Male,African-American,50,0,0,0,0,1
6431,Female,Other,24,0,0,0,2,4
6432,Female,Caucasian,42,0,0,0,3,5
6433,Female,Caucasian,29,0,0,0,1,7
6434,Female,Hispanic,28,0,0,0,2,3
6435,Male,Caucasian,36,0,0,0,0,2
6436,Male,Hispanic,31,0,0,0,0,1
6438,Male,African-American,29,0,0,0,4,5
6442,Male,African-American,24,0,0,0,1,5
6443,Male,Caucasian,28,0,0,0,5,5
6445,Male,African-American,25,0,0,0,1,8
6446,Male,Caucasian,31,0,0,0,0,1
6447,Male,African-American,23,0,0,0,0,4
6448,Male,Caucasian,29,0,0,0,4,6
6449,Male,African-American,51,0,0,0,11,5
6450,Male,African-American,34,0,0,0,1,5
6451,Male,African-American,29,0,0,0,12,2
6452,Male,African-American,39,0,0,0,11,8
6453,Male,African-American,39,0,1,0,13,10
6455,Female,African-American,20,0,0,0,0,4
6456,Female,African-American,24,0,0,0,4,5
6457,Male,Caucasian,35,0,0,0,0,6
6460,Male,African-American,19,0,0,1,0,9
6461,Male,Caucasian,25,0,0,0,3,1
6462,Male,African-American,23,0,0,2,3,8
6463,Male,African-American,31,0,0,0,15,8
6464,Male,Other,34,0,0,0,2,2
6465,Female,African-American,28,0,0,0,0,2
6466,Male,Caucasian,53,0,0,0,0,1
6467,Male,African-American,34,0,0,0,12,7
6468,Female,African-American,63,0,0,0,1,1
6469,Male,Other,21,0,0,0,0,4
6470,Female,African-American,21,0,0,0,0,7
6471,Male,Caucasian,47,0,0,0,28,9
6472,Male,Other,25,0,0,0,3,4
6473,Male,African-American,34,0,0,0,7,5
6474,Female,Caucasian,42,0,0,0,0,2
6475,Male,African-American,43,0,0,0,1,1
6476,Male,African-American,22,0,0,0,0,4
6477,Male,Caucasian,58,0,0,0,4,5
6478,Female,Hispanic,40,0,0,0,4,3
6479,Male,African-American,20,0,0,0,1,5
6480,Male,African-American,36,3,0,0,16,8
6481,Female,African-American,23,0,0,0,0,4
6482,Male,African-American,34,0,0,0,5,2
6486,Male,Caucasian,53,0,0,0,1,1
6488,Female,Caucasian,50,0,0,0,0,1
6490,Male,African-American,22,0,0,0,0,5
6491,Female,Caucasian,43,0,0,0,0,1
6492,Male,Caucasian,30,0,0,0,1,2
6493,Male,African-American,25,0,0,0,3,7
6495,Male,Other,29,0,0,0,0,1
6496,Male,Caucasian,24,0,0,0,0,2
6497,Male,African-American,29,0,0,0,7,8
6498,Female,Caucasian,27,0,0,0,3,3
6499,Female,African-American,20,1,0,0,1,9
6500,Female,Caucasian,24,0,0,0,0,4
6501,Female,African-American,74,0,0,0,0,1
6502,Male,African-American,27,0,0,1,8,7
6503,Male,Hispanic,37,0,0,0,1,2
6504,Male,African-American,39,0,1,1,8,10
6505,Male,Caucasian,29,0,0,0,5,2
6506,Male,Caucasian,26,0,0,0,3,9
6507,Male,African-American,25,0,0,0,0,3
6508,Female,African-American,35,0,0,0,5,3
6509,Female,African-American,44,0,0,0,0,1
6510,Male,African-American,45,0,0,0,17,4
6512,Male,Caucasian,36,0,0,0,1,2
6513,Male,African-American,61,0,0,0,13,4
6514,Male,Caucasian,26,0,0,0,2,4
6515,Male,Hispanic,30,5,0,0,7,9
6516,Male,Caucasian,34,0,0,0,3,5
6518,Male,African-American,28,0,0,0,1,5
6519,Male,Caucasian,29,0,0,0,1,6
6520,Female,African-American,26,0,0,0,1,5
6521,Female,Caucasian,39,0,1,0,11,6
6522,Male,African-American,22,0,1,0,3,4
6523,Male,Caucasian,28,0,0,0,4,4
6524,Male,Caucasian,28,0,0,0,0,3
6526,Female,Hispanic,35,0,0,0,0,2
6527,Female,African-American,23,0,0,0,0,2
6529,Male,Other,20,0,0,0,0,3
6530,Male,Caucasian,60,0,0,0,0,1
6531,Male,African-American,24,0,0,2,1,9
6532,Male,African-American,21,0,0,0,0,2
6533,Female,Hispanic,23,0,1,0,2,4
6535,Male,Caucasian,21,1,0,0,1,3
6536,Male,Caucasian,59,0,0,0,3,1
6537,Male,Caucasian,26,0,0,0,4,4
6539,Male,Other,38,0,0,0,2,1
6540,Male,African-American,23,0,0,0,0,5
6541,Male,Caucasian,19,1,3,2,5,9
6542,Male,Caucasian,60,0,0,0,5,2
6544,Male,Other,52,0,0,0,4,2
6545,Male,Other,26,0,0,0,2,4
6547,Male,Hispanic,23,0,0,0,2,5
6548,Male,African-American,21,0,0,2,1,5
6550,Male,African-American,56,0,0,0,12,5
6551,Male,Caucasian,40,0,0,0,1,4
6552,Female,Caucasian,48,0,0,0,8,4
6553,Male,African-American,24,0,1,2,2,6
6554,Female,African-American,26,0,0,0,0,4
6557,Male,African-American,59,0,0,0,5,6
6558,Male,Caucasian,66,0,0,0,1,1
6559,Male,Hispanic,70,0,0,0,0,1
6560,Female,African-American,54,0,0,0,6,4
6561,Male,Caucasian,19,0,0,3,0,4
6562,Male,Caucasian,44,0,0,0,0,1
6563,Male,Caucasian,31,0,0,0,4,7
6564,Male,Caucasian,34,0,0,0,0,3
6565,Female,Hispanic,41,0,0,0,0,2
6566,Male,African-American,25,0,0,0,9,9
6567,Male,Caucasian,60,0,0,0,2,8
6568,Male,Caucasian,27,0,0,0,1,2
6569,Male,African-American,54,1,0,0,7,6
6570,Male,Caucasian,47,0,0,0,2,4
6571,Male,African-American,51,0,0,1,12,8
6572,Male,Caucasian,25,0,0,0,1,3
6574,Female,African-American,31,0,0,0,2,2
6575,Male,Hispanic,44,0,0,0,2,1
6576,Male,Hispanic,32,0,0,0,0,3
6577,Male,Caucasian,36,0,0,0,1,2
6578,Male,Caucasian,77,0,0,0,3,1
6580,Male,Caucasian,49,0,0,0,0,1
6583,Male,African-American,31,0,0,0,0,7
6585,Male,African-American,29,1,0,0,3,9
6586,Female,Caucasian,53,0,0,0,6,5
6587,Male,African-American,21,0,1,0,1,9
6588,Male,African-American,21,0,0,0,0,4
6589,Female,African-American,27,0,0,0,1,5
6590,Female,African-American,50,0,0,0,2,2
6591,Female,African-American,65,0,0,0,0,1
6592,Female,Caucasian,59,0,0,0,0,1
6593,Male,African-American,59,0,0,0,0,1
6594,Male,African-American,24,0,0,0,0,7
6595,Male,African-American,40,0,0,0,0,1
6596,Male,African-American,51,0,0,0,0,1
6597,Male,African-American,34,1,0,0,10,9
6598,Male,African-American,23,1,0,4,2,9
6599,Female,African-American,31,0,0,0,4,4
6600,Male,Hispanic,30,0,0,0,1,2
6601,Male,African-American,52,0,0,0,1,1
6603,Male,African-American,24,0,0,0,15,9
6604,Male,African-American,38,0,0,0,2,3
6605,Female,African-American,22,0,0,0,0,8
6606,Male,African-American,43,0,0,0,0,5
6607,Male,Caucasian,45,0,0,0,0,1
6608,Male,Caucasian,32,0,0,0,5,9
6609,Male,African-American,36,0,0,0,0,1
6610,Male,African-American,22,0,0,0,3,10
6611,Male,African-American,55,0,0,0,0,1
6612,Male,African-American,36,0,1,0,18,10
6615,Female,Other,47,0,0,0,0,1
6616,Male,Caucasian,28,0,0,0,1,2
6617,Male,African-American,42,0,0,0,1,1
6618,Male,African-American,41,0,0,0,9,5
6619,Female,African-American,42,0,0,0,1,1
6620,Male,African-American,21,0,1,0,1,7
6621,Male,Hispanic,27,0,0,0,0,2
6622,Male,Caucasian,32,0,0,0,1,1
6624,Male,Hispanic,61,0,0,0,2,4
6625,Male,Caucasian,27,0,0,0,0,5
6626,Male,African-American,26,0,0,0,0,2
6629,Female,Caucasian,28,0,0,0,1,5
6630,Male,Caucasian,58,0,0,0,1,4
6631,Male,African-American,43,0,0,0,0,5
6633,Male,Caucasian,30,0,0,0,3,4
6634,Male,African-American,33,0,0,0,21,7
6635,Female,Caucasian,55,0,0,0,0,1
6637,Female,Caucasian,32,0,0,1,0,1
6638,Male,African-American,22,0,0,0,1,4
6639,Male,African-American,51,0,0,0,3,1
6640,Female,African-American,35,0,0,0,4,6
6641,Male,African-American,20,0,0,1,2,10
6642,Male,Caucasian,35,0,0,0,2,3
6643,Male,African-American,27,0,0,0,1,3
6645,Female,African-American,37,0,0,0,3,1
6646,Male,African-American,28,0,0,0,0,7
6648,Male,Caucasian,40,0,0,0,2,2
6649,Male,Caucasian,41,0,0,0,3,5
6650,Male,African-American,24,0,0,0,0,8
6651,Female,African-American,33,0,0,0,3,4
6654,Male,African-American,20,0,0,0,1,7
6655,Female,African-American,42,0,0,0,1,1
6657,Female,African-American,40,0,0,0,15,7
6658,Male,African-American,39,0,0,0,0,4
6659,Male,African-American,21,0,0,0,0,7
6660,Male,Caucasian,39,0,0,0,2,2
6661,Male,Caucasian,24,0,0,0,0,2
6662,Male,African-American,41,0,0,0,0,1
6663,Male,African-American,39,0,0,0,1,4
6664,Male,Other,39,0,1,0,9,2
6665,Female,African-American,24,0,0,0,3,8
6666,Male,Hispanic,50,0,0,0,1,1
6667,Female,African-American,24,0,0,0,1,4
6668,Male,African-American,29,0,0,0,0,2
6670,Male,Caucasian,25,0,0,0,2,5
6671,Female,Caucasian,23,0,0,0,0,6
6672,Male,African-American,22,0,0,1,1,10
6673,Male,African-American,24,0,0,0,3,8
6675,Male,Caucasian,44,0,0,0,2,1
6676,Male,African-American,20,0,0,1,1,9
6678,Male,Caucasian,39,0,0,0,11,3
6679,Female,Other,26,0,0,0,4,7
6680,Female,African-American,26,0,1,0,6,5
6681,Male,African-American,26,0,3,0,3,9
6685,Male,African-American,44,0,0,0,0,5
6686,Male,Caucasian,36,0,0,0,1,2
6687,Male,Caucasian,39,0,0,0,10,8
6689,Male,Caucasian,45,0,0,0,1,1
6690,Male,African-American,25,0,1,0,7,10
6692,Male,Caucasian,33,0,0,0,0,2
6694,Male,Other,50,0,0,0,0,1
6695,Male,African-American,32,0,1,0,5,4
6696,Male,African-American,23,0,0,0,0,7
6697,Male,Caucasian,39,0,0,0,0,5
6698,Male,African-American,27,0,0,0,12,8
6701,Male,African-American,23,0,0,0,1,5
6702,Female,African-American,38,0,0,0,0,1
6703,Male,African-American,30,0,0,0,4,2
6704,Male,Caucasian,30,0,0,0,1,5
6705,Female,Caucasian,30,0,0,0,0,8
6706,Male,African-American,26,1,1,0,18,10
6707,Male,Other,29,0,0,0,0,1
6708,Male,African-American,31,0,0,0,2,2
6709,Female,Other,22,0,0,0,0,6
6710,Female,Caucasian,22,0,0,0,0,2
6711,Male,Caucasian,24,0,0,0,3,4
6712,Female,Caucasian,41,0,0,0,1,2
6713,Male,Other,34,0,0,0,0,2
6715,Female,African-American,25,0,0,0,0,5
6717,Female,Caucasian,26,0,0,0,1,6
6718,Male,Caucasian,69,0,0,0,0,1
6719,Male,African-American,38,0,0,0,2,7
6720,Male,Caucasian,43,0,0,0,4,3
6721,Female,African-American,37,0,0,0,0,1
6722,Male,Caucasian,34,0,0,1,3,5
6723,Male,Caucasian,39,1,0,0,13,7
6726,Male,Hispanic,44,0,0,0,7,3
6727,Male,Hispanic,40,0,0,0,1,1
6728,Male,Caucasian,38,0,0,0,1,1
6729,Female,Hispanic,38,0,0,0,0,2
6730,Female,African-American,31,0,0,0,0,6
6731,Female,Caucasian,29,0,0,0,0,2
6732,Male,Caucasian,20,1,0,0,1,9
6733,Male,African-American,22,0,0,0,0,4
6734,Female,Caucasian,22,0,0,0,1,9
6736,Male,African-American,25,0,1,3,6,9
6737,Male,African-American,24,0,0,0,2,4
6738,Female,African-American,44,0,0,0,4,7
6739,Male,African-American,47,0,0,0,0,8
6740,Female,African-American,36,0,0,0,1,5
6741,Male,African-American,21,0,0,0,1,4
6744,Male,African-American,25,0,1,0,3,10
6745,Female,African-American,29,0,0,0,0,2
6746,Male,African-American,25,0,0,3,6,8
6747,Male,African-American,23,0,0,1,5,9
6748,Male,Other,23,0,0,0,0,3
6750,Male,Caucasian,22,0,0,0,3,6
6751,Male,Caucasian,35,0,0,0,2,2
6753,Male,African-American,30,0,1,1,11,8
6754,Female,Hispanic,23,0,0,0,0,4
6756,Male,Caucasian,32,0,0,0,0,1
6758,Female,Caucasian,39,0,0,0,0,1
6761,Female,Caucasian,30,0,0,0,9,6
6763,Female,Caucasian,36,0,0,0,0,2
6764,Female,Caucasian,24,0,0,1,1,3
6765,Male,Hispanic,61,0,0,0,1,1
6766,Male,African-American,29,0,1,1,8,8
6767,Male,Other,54,0,0,0,0,1
6770,Male,Caucasian,26,0,0,0,4,5
6771,Male,African-American,53,0,0,0,4,7
6772,Female,African-American,20,0,0,0,0,6
6773,Female,Caucasian,28,0,0,0,0,2
6774,Male,Hispanic,38,0,0,0,2,2
6775,Male,African-American,27,0,1,0,9,9
6776,Male,Caucasian,55,0,0,0,0,3
6777,Male,Caucasian,59,0,0,0,0,1
6778,Male,African-American,22,1,0,0,1,7
6779,Male,Other,32,0,0,0,0,1
6780,Female,African-American,34,0,0,0,1,1
6781,Male,Caucasian,55,0,0,0,1,2
6782,Male,Hispanic,24,0,0,0,2,8
6783,Female,African-American,47,0,1,1,21,9
6784,Male,Other,41,0,0,0,0,1
6788,Male,African-American,61,0,0,0,12,3
6790,Female,Caucasian,34,0,0,0,0,2
6791,Male,African-American,57,0,0,0,3,1
6793,Female,Caucasian,38,0,0,0,2,3
6794,Male,Caucasian,25,4,0,1,13,4
6796,Male,African-American,23,0,0,0,0,2
6797,Male,African-American,29,0,0,0,0,1
6799,Male,African-American,24,0,0,0,1,3
6800,Male,African-American,20,0,0,0,0,3
6801,Male,Caucasian,44,0,0,0,1,8
6802,Female,Caucasian,38,0,0,0,1,1
6804,Male,Caucasian,43,0,0,0,2,2
6808,Male,Other,32,0,0,0,0,1
6810,Male,African-American,22,0,0,0,1,9
6811,Male,African-American,23,0,0,0,3,9
6812,Male,Caucasian,24,0,0,1,1,4
6813,Male,Other,45,0,0,0,0,1
6814,Male,Caucasian,35,0,0,0,10,8
6815,Male,African-American,21,0,1,0,2,9
6816,Female,African-American,29,0,0,0,0,2
6817,Male,African-American,54,0,0,0,10,6
6818,Female,Caucasian,51,0,0,0,0,4
6819,Male,Hispanic,36,1,0,0,2,2
6820,Male,African-American,25,0,0,0,1,3
6821,Male,African-American,61,0,0,0,3,1
6822,Male,Caucasian,24,0,0,1,2,2
6823,Male,Caucasian,39,0,0,0,3,5
6824,Male,Hispanic,46,0,0,0,13,3
6825,Male,African-American,62,0,0,0,22,8
6826,Female,Caucasian,36,0,0,0,0,9
6827,Male,African-American,25,0,0,0,0,4
6828,Male,Caucasian,27,0,0,0,2,2
6830,Female,Caucasian,22,0,0,0,3,9
6834,Male,Hispanic,37,0,0,0,1,1
6835,Male,Hispanic,57,0,0,0,3,1
6836,Male,Caucasian,21,0,0,0,0,3
6837,Male,Caucasian,51,0,0,0,3,1
6838,Female,Caucasian,39,0,0,0,2,5
6841,Male,African-American,31,0,0,0,1,1
6843,Male,Caucasian,31,0,0,0,1,8
6844,Male,Caucasian,46,0,0,0,0,1
6845,Male,Other,23,0,0,0,1,7
6847,Female,African-American,28,0,0,0,4,7
6848,Female,Hispanic,38,0,0,0,0,1
6850,Male,Caucasian,43,0,0,0,0,9
6851,Male,Caucasian,27,0,0,0,7,8
6852,Male,Other,27,0,0,0,0,2
6855,Male,Caucasian,31,0,0,0,1,2
6856,Male,Caucasian,53,0,0,0,3,1
6857,Female,African-American,28,0,0,0,0,2
6858,Male,Caucasian,58,0,0,0,3,2
6859,Male,Caucasian,22,0,0,0,0,4
6860,Male,Hispanic,21,0,0,0,0,8
6861,Male,African-American,38,0,0,0,0,1
6862,Male,African-American,31,0,0,0,5,4
6863,Male,African-American,33,0,0,0,0,3
6864,Male,African-American,26,0,0,0,6,10
6866,Female,African-American,23,0,1,0,1,5
6867,Male,Caucasian,68,0,0,0,1,1
6870,Male,Caucasian,32,0,0,0,11,10
6872,Male,African-American,57,0,0,0,2,2
6874,Female,Hispanic,19,0,0,0,0,5
6875,Male,Caucasian,22,0,0,0,0,8
6877,Female,African-American,35,0,0,0,2,2
6879,Female,Other,39,0,0,0,2,1
6880,Male,Hispanic,31,0,0,0,0,1
6881,Male,Hispanic,35,0,0,0,2,1
6882,Male,African-American,29,0,0,1,17,9
6884,Male,Caucasian,29,0,0,0,0,8
6885,Female,Other,28,0,0,0,0,4
6886,Male,African-American,51,0,0,0,17,8
6887,Female,Hispanic,44,0,0,0,0,1
6888,Female,African-American,36,0,0,0,0,6
6889,Male,Caucasian,35,0,0,0,3,4
6890,Male,Caucasian,51,0,0,0,1,1
6892,Male,African-American,20,0,0,1,1,4
6893,Male,African-American,25,0,0,0,0,5
6896,Male,Hispanic,31,0,0,0,0,10
6897,Male,African-American,20,0,0,0,0,8
6898,Male,African-American,62,0,0,0,4,1
6899,Male,Caucasian,39,0,0,0,0,2
6900,Male,African-American,30,0,0,0,1,4
6904,Female,African-American,23,0,0,0,1,4
6906,Female,Hispanic,37,0,0,0,0,3
6908,Male,African-American,30,0,0,0,21,7
6910,Male,African-American,33,0,0,3,18,9
6911,Male,Hispanic,20,0,0,0,0,4
6912,Female,African-American,61,0,0,0,1,6
6913,Female,African-American,26,0,0,0,0,4
6914,Male,Hispanic,44,0,0,0,1,1
6916,Male,African-American,23,0,0,0,1,6
6917,Male,Other,45,0,0,0,2,1
6921,Male,African-American,42,0,0,0,1,1
6923,Male,African-American,31,0,0,0,0,3
6924,Male,African-American,23,0,0,0,2,9
6925,Male,African-American,25,0,0,0,1,3
6926,Male,Caucasian,31,0,0,0,1,3
6927,Male,African-American,43,0,0,0,1,5
6928,Male,Caucasian,53,0,0,0,1,5
6929,Male,Caucasian,39,0,0,0,0,3
6930,Male,African-American,48,0,0,0,0,1
6931,Male,African-American,31,0,0,0,0,2
6934,Female,African-American,33,0,0,0,0,3
6935,Male,Caucasian,21,0,1,0,1,5
6936,Male,African-American,23,0,0,0,1,6
6937,Female,Caucasian,29,0,0,0,0,4
6938,Male,Caucasian,66,0,0,0,1,1
6940,Male,Hispanic,32,0,0,0,0,5
6941,Female,African-American,56,0,0,0,1,2
